"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"USA","UNEMP","TOT","PC_LF","Q","2013-Q3",7.233333,
"USA","UNEMP","TOT","PC_LF","Q","2013-Q4",6.933333,
"USA","UNEMP","TOT","PC_LF","Q","2014-Q1",6.666667,
"USA","UNEMP","TOT","PC_LF","Q","2014-Q2",6.233333,
"USA","UNEMP","TOT","PC_LF","Q","2014-Q3",6.1,
"USA","UNEMP","TOT","PC_LF","Q","2014-Q4",5.7,
"USA","UNEMP","TOT","PC_LF","Q","2015-Q1",5.566667,
"USA","UNEMP","TOT","PC_LF","Q","2015-Q2",5.4,
"USA","UNEMP","TOT","PC_LF","Q","2015-Q3",5.1,
"USA","UNEMP","TOT","PC_LF","Q","2015-Q4",5,
"USA","UNEMP","TOT","PC_LF","Q","2016-Q1",4.933333,
"USA","UNEMP","TOT","PC_LF","Q","2016-Q2",4.866667,
"USA","UNEMP","TOT","PC_LF","Q","2016-Q3",4.933333,
"USA","UNEMP","TOT","PC_LF","Q","2016-Q4",4.733333,
"USA","UNEMP","TOT","PC_LF","Q","2017-Q1",4.666667,
"USA","UNEMP","TOT","PC_LF","Q","2017-Q2",4.333333,
"USA","UNEMP","TOT","PC_LF","Q","2017-Q3",4.3,
"USA","UNEMP","TOT","PC_LF","Q","2017-Q4",4.1,
"USA","UNEMP","TOT","PC_LF","Q","2018-Q1",4.1,
"BRA","UNEMP","TOT","PC_LF","Q","1981-Q1",13.35363,
"BRA","UNEMP","TOT","PC_LF","Q","1981-Q2",14.12078,
"BRA","UNEMP","TOT","PC_LF","Q","1981-Q3",14.48994,
"BRA","UNEMP","TOT","PC_LF","Q","1981-Q4",14.53137,
"BRA","UNEMP","TOT","PC_LF","Q","1982-Q1",14.38096,
"BRA","UNEMP","TOT","PC_LF","Q","1982-Q2",10.61557,
"BRA","UNEMP","TOT","PC_LF","Q","1982-Q3",10.19537,
"BRA","UNEMP","TOT","PC_LF","Q","1982-Q4",9.574984,
"BRA","UNEMP","TOT","PC_LF","Q","1983-Q1",10.85642,
"BRA","UNEMP","TOT","PC_LF","Q","1983-Q2",12.00819,
"BRA","UNEMP","TOT","PC_LF","Q","1983-Q3",12.41369,
"BRA","UNEMP","TOT","PC_LF","Q","1983-Q4",12.59018,
"BRA","UNEMP","TOT","PC_LF","Q","1984-Q1",13.07909,
"BRA","UNEMP","TOT","PC_LF","Q","1984-Q2",13.45151,
"BRA","UNEMP","TOT","PC_LF","Q","1984-Q3",12.67065,
"BRA","UNEMP","TOT","PC_LF","Q","1984-Q4",11.65819,
"BRA","UNEMP","TOT","PC_LF","Q","1985-Q1",10.63293,
"BRA","UNEMP","TOT","PC_LF","Q","1985-Q2",9.912698,
"BRA","UNEMP","TOT","PC_LF","Q","1985-Q3",8.966698,
"BRA","UNEMP","TOT","PC_LF","Q","1985-Q4",8.019951,
"BRA","UNEMP","TOT","PC_LF","Q","1986-Q1",7.143942,
"BRA","UNEMP","TOT","PC_LF","Q","1986-Q2",6.578075,
"BRA","UNEMP","TOT","PC_LF","Q","1986-Q3",6.098882,
"BRA","UNEMP","TOT","PC_LF","Q","1986-Q4",5.848603,
"BRA","UNEMP","TOT","PC_LF","Q","1987-Q1",5.316467,
"BRA","UNEMP","TOT","PC_LF","Q","1987-Q2",6.446877,
"BRA","UNEMP","TOT","PC_LF","Q","1987-Q3",7.503337,
"BRA","UNEMP","TOT","PC_LF","Q","1987-Q4",7.410341,
"BRA","UNEMP","TOT","PC_LF","Q","1988-Q1",6.861075,
"BRA","UNEMP","TOT","PC_LF","Q","1988-Q2",6.581194,
"BRA","UNEMP","TOT","PC_LF","Q","1988-Q3",7.034356,
"BRA","UNEMP","TOT","PC_LF","Q","1988-Q4",7.01922,
"BRA","UNEMP","TOT","PC_LF","Q","1989-Q1",6.626288,
"BRA","UNEMP","TOT","PC_LF","Q","1989-Q2",5.729528,
"BRA","UNEMP","TOT","PC_LF","Q","1989-Q3",5.772381,
"BRA","UNEMP","TOT","PC_LF","Q","1989-Q4",5.842646,
"BRA","UNEMP","TOT","PC_LF","Q","1990-Q1",5.863968,
"BRA","UNEMP","TOT","PC_LF","Q","1990-Q2",8.271204,
"BRA","UNEMP","TOT","PC_LF","Q","1990-Q3",7.939236,
"BRA","UNEMP","TOT","PC_LF","Q","1990-Q4",8.491565,
"BRA","UNEMP","TOT","PC_LF","Q","1991-Q1",9.280374,
"BRA","UNEMP","TOT","PC_LF","Q","1991-Q2",9.112042,
"BRA","UNEMP","TOT","PC_LF","Q","1991-Q3",7.328665,
"BRA","UNEMP","TOT","PC_LF","Q","1991-Q4",8.773187,
"BRA","UNEMP","TOT","PC_LF","Q","1992-Q1",9.850131,
"BRA","UNEMP","TOT","PC_LF","Q","1992-Q2",9.872469,
"BRA","UNEMP","TOT","PC_LF","Q","1992-Q3",10.06863,
"BRA","UNEMP","TOT","PC_LF","Q","1992-Q4",10.68241,
"BRA","UNEMP","TOT","PC_LF","Q","1993-Q1",9.973209,
"BRA","UNEMP","TOT","PC_LF","Q","1993-Q2",9.202271,
"BRA","UNEMP","TOT","PC_LF","Q","1993-Q3",9.264958,
"BRA","UNEMP","TOT","PC_LF","Q","1993-Q4",9.444322,
"BRA","UNEMP","TOT","PC_LF","Q","1994-Q1",9.533616,
"BRA","UNEMP","TOT","PC_LF","Q","1994-Q2",8.979449,
"BRA","UNEMP","TOT","PC_LF","Q","1994-Q3",9.48911,
"BRA","UNEMP","TOT","PC_LF","Q","1994-Q4",8.209891,
"BRA","UNEMP","TOT","PC_LF","Q","1995-Q1",7.332266,
"BRA","UNEMP","TOT","PC_LF","Q","1995-Q2",7.449475,
"BRA","UNEMP","TOT","PC_LF","Q","1995-Q3",8.842715,
"BRA","UNEMP","TOT","PC_LF","Q","1995-Q4",9.543003,
"BRA","UNEMP","TOT","PC_LF","Q","1996-Q1",9.875109,
"BRA","UNEMP","TOT","PC_LF","Q","1996-Q2",10.09486,
"BRA","UNEMP","TOT","PC_LF","Q","1996-Q3",9.708766,
"BRA","UNEMP","TOT","PC_LF","Q","1996-Q4",9.119918,
"BRA","UNEMP","TOT","PC_LF","Q","1997-Q1",9.49116,
"BRA","UNEMP","TOT","PC_LF","Q","1997-Q2",10.04893,
"BRA","UNEMP","TOT","PC_LF","Q","1997-Q3",10.40938,
"BRA","UNEMP","TOT","PC_LF","Q","1997-Q4",10.54427,
"BRA","UNEMP","TOT","PC_LF","Q","1998-Q1",13.20962,
"BRA","UNEMP","TOT","PC_LF","Q","1998-Q2",13.74531,
"BRA","UNEMP","TOT","PC_LF","Q","1998-Q3",13.90536,
"BRA","UNEMP","TOT","PC_LF","Q","1998-Q4",13.43196,
"BRA","UNEMP","TOT","PC_LF","Q","1999-Q1",13.55206,
"BRA","UNEMP","TOT","PC_LF","Q","1999-Q2",13.46177,
"BRA","UNEMP","TOT","PC_LF","Q","1999-Q3",13.40824,
"BRA","UNEMP","TOT","PC_LF","Q","1999-Q4",13.56984,
"BRA","UNEMP","TOT","PC_LF","Q","2000-Q1",13.86247,
"BRA","UNEMP","TOT","PC_LF","Q","2000-Q2",13.14092,
"BRA","UNEMP","TOT","PC_LF","Q","2000-Q3",12.43908,
"BRA","UNEMP","TOT","PC_LF","Q","2000-Q4",11.5049,
"BRA","UNEMP","TOT","PC_LF","Q","2001-Q1",10.352,
"BRA","UNEMP","TOT","PC_LF","Q","2001-Q2",11.22877,
"BRA","UNEMP","TOT","PC_LF","Q","2001-Q3",10.97368,
"BRA","UNEMP","TOT","PC_LF","Q","2001-Q4",12.10582,
"BRA","UNEMP","TOT","PC_LF","Q","2002-Q1",11.98165,
"BRA","UNEMP","TOT","PC_LF","Q","2002-Q2",11.61003,
"BRA","UNEMP","TOT","PC_LF","Q","2002-Q3",11.62815,
"BRA","UNEMP","TOT","PC_LF","Q","2002-Q4",11.64898,
"BRA","UNEMP","TOT","PC_LF","Q","2003-Q1",11.50839,
"BRA","UNEMP","TOT","PC_LF","Q","2003-Q2",12.3789,
"BRA","UNEMP","TOT","PC_LF","Q","2003-Q3",12.88392,
"BRA","UNEMP","TOT","PC_LF","Q","2003-Q4",12.86619,
"BRA","UNEMP","TOT","PC_LF","Q","2004-Q1",12.05614,
"BRA","UNEMP","TOT","PC_LF","Q","2004-Q2",11.94995,
"BRA","UNEMP","TOT","PC_LF","Q","2004-Q3",11.11195,
"BRA","UNEMP","TOT","PC_LF","Q","2004-Q4",11.0059,
"BRA","UNEMP","TOT","PC_LF","Q","2005-Q1",10.43242,
"BRA","UNEMP","TOT","PC_LF","Q","2005-Q2",9.768042,
"BRA","UNEMP","TOT","PC_LF","Q","2005-Q3",9.462527,
"BRA","UNEMP","TOT","PC_LF","Q","2005-Q4",9.882151,
"BRA","UNEMP","TOT","PC_LF","Q","2006-Q1",9.795341,
"BRA","UNEMP","TOT","PC_LF","Q","2006-Q2",9.97682,
"BRA","UNEMP","TOT","PC_LF","Q","2006-Q3",10.37618,
"BRA","UNEMP","TOT","PC_LF","Q","2006-Q4",9.942763,
"BRA","UNEMP","TOT","PC_LF","Q","2007-Q1",9.640024,
"BRA","UNEMP","TOT","PC_LF","Q","2007-Q2",9.638347,
"BRA","UNEMP","TOT","PC_LF","Q","2007-Q3",9.281559,
"BRA","UNEMP","TOT","PC_LF","Q","2007-Q4",8.764407,
"BRA","UNEMP","TOT","PC_LF","Q","2008-Q1",8.303447,
"BRA","UNEMP","TOT","PC_LF","Q","2008-Q2",7.796753,
"BRA","UNEMP","TOT","PC_LF","Q","2008-Q3",7.74114,
"BRA","UNEMP","TOT","PC_LF","Q","2008-Q4",7.862689,
"BRA","UNEMP","TOT","PC_LF","Q","2009-Q1",8.431323,
"BRA","UNEMP","TOT","PC_LF","Q","2009-Q2",8.281491,
"BRA","UNEMP","TOT","PC_LF","Q","2009-Q3",7.866217,
"BRA","UNEMP","TOT","PC_LF","Q","2009-Q4",7.810998,
"BRA","UNEMP","TOT","PC_LF","Q","2010-Q1",7.276435,
"BRA","UNEMP","TOT","PC_LF","Q","2010-Q2",6.95097,
"BRA","UNEMP","TOT","PC_LF","Q","2010-Q3",6.575003,
"BRA","UNEMP","TOT","PC_LF","Q","2010-Q4",6.158822,
"BRA","UNEMP","TOT","PC_LF","Q","2011-Q1",6.182972,
"BRA","UNEMP","TOT","PC_LF","Q","2011-Q2",6.06849,
"BRA","UNEMP","TOT","PC_LF","Q","2011-Q3",5.952074,
"BRA","UNEMP","TOT","PC_LF","Q","2011-Q4",5.665117,
"BRA","UNEMP","TOT","PC_LF","Q","2012-Q1",5.717491,
"BRA","UNEMP","TOT","PC_LF","Q","2012-Q2",5.655546,
"BRA","UNEMP","TOT","PC_LF","Q","2012-Q3",5.310859,
"BRA","UNEMP","TOT","PC_LF","Q","2012-Q4",5.366254,
"BRA","UNEMP","TOT","PC_LF","Q","2013-Q1",5.458901,
"BRA","UNEMP","TOT","PC_LF","Q","2013-Q2",5.614351,
"BRA","UNEMP","TOT","PC_LF","Q","2013-Q3",5.37225,
"BRA","UNEMP","TOT","PC_LF","Q","2013-Q4",5.111295,
"BRA","UNEMP","TOT","PC_LF","Q","2014-Q1",4.89821,
"BRA","UNEMP","TOT","PC_LF","Q","2014-Q2",4.654611,
"BRA","UNEMP","TOT","PC_LF","Q","2014-Q3",4.860005,
"BRA","UNEMP","TOT","PC_LF","Q","2014-Q4",5.008293,
"BRA","UNEMP","TOT","PC_LF","Q","2015-Q1",5.672518,
"BRA","UNEMP","TOT","PC_LF","Q","2015-Q2",6.399823,
"BRA","UNEMP","TOT","PC_LF","Q","2015-Q3",7.427279,
"CHL","UNEMP","TOT","PC_LF","Q","1986-Q1",13.87486,
"CHL","UNEMP","TOT","PC_LF","Q","1986-Q2",12.00761,
"CHL","UNEMP","TOT","PC_LF","Q","1986-Q3",11.30358,
"CHL","UNEMP","TOT","PC_LF","Q","1986-Q4",11.23979,
"CHL","UNEMP","TOT","PC_LF","Q","1987-Q1",11.05334,
"CHL","UNEMP","TOT","PC_LF","Q","1987-Q2",11.39286,
"CHL","UNEMP","TOT","PC_LF","Q","1987-Q3",10.88456,
"CHL","UNEMP","TOT","PC_LF","Q","1987-Q4",10.37098,
"CHL","UNEMP","TOT","PC_LF","Q","1988-Q1",10.45868,
"CHL","UNEMP","TOT","PC_LF","Q","1988-Q2",10.27334,
"CHL","UNEMP","TOT","PC_LF","Q","1988-Q3",9.643232,
"CHL","UNEMP","TOT","PC_LF","Q","1988-Q4",8.61272,
"CHL","UNEMP","TOT","PC_LF","Q","1989-Q1",8.200078,
"CHL","UNEMP","TOT","PC_LF","Q","1989-Q2",8.210909,
"CHL","UNEMP","TOT","PC_LF","Q","1989-Q3",7.515443,
"CHL","UNEMP","TOT","PC_LF","Q","1989-Q4",7.697931,
"CHL","UNEMP","TOT","PC_LF","Q","1990-Q1",7.401163,
"CHL","UNEMP","TOT","PC_LF","Q","1990-Q2",7.889283,
"CHL","UNEMP","TOT","PC_LF","Q","1990-Q3",7.707736,
"CHL","UNEMP","TOT","PC_LF","Q","1990-Q4",8.050205,
"CHL","UNEMP","TOT","PC_LF","Q","1991-Q1",8.294558,
"CHL","UNEMP","TOT","PC_LF","Q","1991-Q2",8.027772,
"CHL","UNEMP","TOT","PC_LF","Q","1991-Q3",8.633971,
"CHL","UNEMP","TOT","PC_LF","Q","1991-Q4",7.665399,
"CHL","UNEMP","TOT","PC_LF","Q","1992-Q1",7.064775,
"CHL","UNEMP","TOT","PC_LF","Q","1992-Q2",6.375792,
"CHL","UNEMP","TOT","PC_LF","Q","1992-Q3",6.561326,
"CHL","UNEMP","TOT","PC_LF","Q","1992-Q4",6.671142,
"CHL","UNEMP","TOT","PC_LF","Q","1993-Q1",6.578003,
"CHL","UNEMP","TOT","PC_LF","Q","1993-Q2",6.234622,
"CHL","UNEMP","TOT","PC_LF","Q","1993-Q3",6.472565,
"CHL","UNEMP","TOT","PC_LF","Q","1993-Q4",6.914673,
"CHL","UNEMP","TOT","PC_LF","Q","1994-Q1",7.3373,
"CHL","UNEMP","TOT","PC_LF","Q","1994-Q2",7.666368,
"CHL","UNEMP","TOT","PC_LF","Q","1994-Q3",7.882813,
"CHL","UNEMP","TOT","PC_LF","Q","1994-Q4",8.38695,
"CHL","UNEMP","TOT","PC_LF","Q","1995-Q1",7.668089,
"CHL","UNEMP","TOT","PC_LF","Q","1995-Q2",7.407445,
"CHL","UNEMP","TOT","PC_LF","Q","1995-Q3",7.039192,
"CHL","UNEMP","TOT","PC_LF","Q","1995-Q4",7.110807,
"CHL","UNEMP","TOT","PC_LF","Q","1996-Q1",6.859408,
"CHL","UNEMP","TOT","PC_LF","Q","1996-Q2",6.289304,
"CHL","UNEMP","TOT","PC_LF","Q","1996-Q3",6.25936,
"CHL","UNEMP","TOT","PC_LF","Q","1996-Q4",5.881172,
"CHL","UNEMP","TOT","PC_LF","Q","1997-Q1",6.122269,
"CHL","UNEMP","TOT","PC_LF","Q","1997-Q2",6.312717,
"CHL","UNEMP","TOT","PC_LF","Q","1997-Q3",6.20174,
"CHL","UNEMP","TOT","PC_LF","Q","1997-Q4",5.829946,
"CHL","UNEMP","TOT","PC_LF","Q","1998-Q1",5.54216,
"CHL","UNEMP","TOT","PC_LF","Q","1998-Q2",5.829267,
"CHL","UNEMP","TOT","PC_LF","Q","1998-Q3",6.309232,
"CHL","UNEMP","TOT","PC_LF","Q","1998-Q4",7.968476,
"CHL","UNEMP","TOT","PC_LF","Q","1999-Q1",8.837626,
"CHL","UNEMP","TOT","PC_LF","Q","1999-Q2",10.62873,
"CHL","UNEMP","TOT","PC_LF","Q","1999-Q3",10.9272,
"CHL","UNEMP","TOT","PC_LF","Q","1999-Q4",10.18109,
"CHL","UNEMP","TOT","PC_LF","Q","2000-Q1",9.039263,
"CHL","UNEMP","TOT","PC_LF","Q","2000-Q2",9.3828,
"CHL","UNEMP","TOT","PC_LF","Q","2000-Q3",10.48688,
"CHL","UNEMP","TOT","PC_LF","Q","2000-Q4",9.747266,
"CHL","UNEMP","TOT","PC_LF","Q","2001-Q1",9.963844,
"CHL","UNEMP","TOT","PC_LF","Q","2001-Q2",9.869745,
"CHL","UNEMP","TOT","PC_LF","Q","2001-Q3",10.07355,
"CHL","UNEMP","TOT","PC_LF","Q","2001-Q4",9.488531,
"CHL","UNEMP","TOT","PC_LF","Q","2002-Q1",10.02957,
"CHL","UNEMP","TOT","PC_LF","Q","2002-Q2",9.769154,
"CHL","UNEMP","TOT","PC_LF","Q","2002-Q3",9.848856,
"CHL","UNEMP","TOT","PC_LF","Q","2002-Q4",9.553183,
"CHL","UNEMP","TOT","PC_LF","Q","2003-Q1",9.585103,
"CHL","UNEMP","TOT","PC_LF","Q","2003-Q2",9.563398,
"CHL","UNEMP","TOT","PC_LF","Q","2003-Q3",9.699578,
"CHL","UNEMP","TOT","PC_LF","Q","2003-Q4",9.300561,
"CHL","UNEMP","TOT","PC_LF","Q","2004-Q1",9.534387,
"CHL","UNEMP","TOT","PC_LF","Q","2004-Q2",10.3616,
"CHL","UNEMP","TOT","PC_LF","Q","2004-Q3",10.38498,
"CHL","UNEMP","TOT","PC_LF","Q","2004-Q4",9.760227,
"CHL","UNEMP","TOT","PC_LF","Q","2005-Q1",9.366895,
"CHL","UNEMP","TOT","PC_LF","Q","2005-Q2",9.580806,
"CHL","UNEMP","TOT","PC_LF","Q","2005-Q3",9.249899,
"CHL","UNEMP","TOT","PC_LF","Q","2005-Q4",8.733833,
"CHL","UNEMP","TOT","PC_LF","Q","2006-Q1",8.585641,
"CHL","UNEMP","TOT","PC_LF","Q","2006-Q2",8.494508,
"CHL","UNEMP","TOT","PC_LF","Q","2006-Q3",7.496548,
"CHL","UNEMP","TOT","PC_LF","Q","2006-Q4",6.606709,
"CHL","UNEMP","TOT","PC_LF","Q","2007-Q1",6.872335,
"CHL","UNEMP","TOT","PC_LF","Q","2007-Q2",6.506909,
"CHL","UNEMP","TOT","PC_LF","Q","2007-Q3",7.299538,
"CHL","UNEMP","TOT","PC_LF","Q","2007-Q4",7.865619,
"CHL","UNEMP","TOT","PC_LF","Q","2008-Q1",7.654001,
"CHL","UNEMP","TOT","PC_LF","Q","2008-Q2",7.961774,
"CHL","UNEMP","TOT","PC_LF","Q","2008-Q3",7.408159,
"CHL","UNEMP","TOT","PC_LF","Q","2008-Q4",8.150745,
"CHL","UNEMP","TOT","PC_LF","Q","2009-Q1",9.335902,
"CHL","UNEMP","TOT","PC_LF","Q","2009-Q2",10.22497,
"CHL","UNEMP","TOT","PC_LF","Q","2009-Q3",9.806986,
"CHL","UNEMP","TOT","PC_LF","Q","2009-Q4",9.368772,
"CHL","UNEMP","TOT","PC_LF","Q","2010-Q1",9.128094,
"CHL","UNEMP","TOT","PC_LF","Q","2010-Q2",8.102999,
"CHL","UNEMP","TOT","PC_LF","Q","2010-Q3",7.649833,
"CHL","UNEMP","TOT","PC_LF","Q","2010-Q4",7.708339,
"CHL","UNEMP","TOT","PC_LF","Q","2011-Q1",7.339138,
"CHL","UNEMP","TOT","PC_LF","Q","2011-Q2",6.847896,
"CHL","UNEMP","TOT","PC_LF","Q","2011-Q3",7.154373,
"CHL","UNEMP","TOT","PC_LF","Q","2011-Q4",7.125108,
"CHL","UNEMP","TOT","PC_LF","Q","2012-Q1",6.605687,
"CHL","UNEMP","TOT","PC_LF","Q","2012-Q2",6.290247,
"CHL","UNEMP","TOT","PC_LF","Q","2012-Q3",6.293759,
"CHL","UNEMP","TOT","PC_LF","Q","2012-Q4",6.524877,
"CHL","UNEMP","TOT","PC_LF","Q","2013-Q1",6.211987,
"CHL","UNEMP","TOT","PC_LF","Q","2013-Q2",5.897979,
"CHL","UNEMP","TOT","PC_LF","Q","2013-Q3",5.504725,
"CHL","UNEMP","TOT","PC_LF","Q","2013-Q4",6.099635,
"CHL","UNEMP","TOT","PC_LF","Q","2014-Q1",6.470037,
"CHL","UNEMP","TOT","PC_LF","Q","2014-Q2",6.162244,
"CHL","UNEMP","TOT","PC_LF","Q","2014-Q3",6.426322,
"CHL","UNEMP","TOT","PC_LF","Q","2014-Q4",6.492594,
"CHL","UNEMP","TOT","PC_LF","Q","2015-Q1",6.144079,
"CHL","UNEMP","TOT","PC_LF","Q","2015-Q2",6.229967,
"CHL","UNEMP","TOT","PC_LF","Q","2015-Q3",6.232278,
"CHL","UNEMP","TOT","PC_LF","Q","2015-Q4",6.235957,
"CHL","UNEMP","TOT","PC_LF","Q","2016-Q1",6.283828,
"CHL","UNEMP","TOT","PC_LF","Q","2016-Q2",6.567019,
"CHL","UNEMP","TOT","PC_LF","Q","2016-Q3",6.555587,
"CHL","UNEMP","TOT","PC_LF","Q","2016-Q4",6.540742,
"CHL","UNEMP","TOT","PC_LF","Q","2017-Q1",6.626635,
"CHL","UNEMP","TOT","PC_LF","Q","2017-Q2",6.696011,
"CHL","UNEMP","TOT","PC_LF","Q","2017-Q3",6.506729,
"CHL","UNEMP","TOT","PC_LF","Q","2017-Q4",6.849292,
"EST","UNEMP","TOT","PC_LF","Q","2000-Q1",15.44911,
"EST","UNEMP","TOT","PC_LF","Q","2000-Q2",13.21316,
"EST","UNEMP","TOT","PC_LF","Q","2000-Q3",14.76232,
"EST","UNEMP","TOT","PC_LF","Q","2000-Q4",15.02538,
"EST","UNEMP","TOT","PC_LF","Q","2001-Q1",13.53625,
"EST","UNEMP","TOT","PC_LF","Q","2001-Q2",13.00908,
"EST","UNEMP","TOT","PC_LF","Q","2001-Q3",12.98131,
"EST","UNEMP","TOT","PC_LF","Q","2001-Q4",12.49924,
"EST","UNEMP","TOT","PC_LF","Q","2002-Q1",11.32713,
"EST","UNEMP","TOT","PC_LF","Q","2002-Q2",9.916236,
"EST","UNEMP","TOT","PC_LF","Q","2002-Q3",10.99623,
"EST","UNEMP","TOT","PC_LF","Q","2002-Q4",12.63826,
"EST","UNEMP","TOT","PC_LF","Q","2003-Q1",10.7353,
"EST","UNEMP","TOT","PC_LF","Q","2003-Q2",11.20009,
"EST","UNEMP","TOT","PC_LF","Q","2003-Q3",10.16395,
"EST","UNEMP","TOT","PC_LF","Q","2003-Q4",9.280482,
"EST","UNEMP","TOT","PC_LF","Q","2004-Q1",9.827551,
"EST","UNEMP","TOT","PC_LF","Q","2004-Q2",10.09602,
"EST","UNEMP","TOT","PC_LF","Q","2004-Q3",10.9341,
"EST","UNEMP","TOT","PC_LF","Q","2004-Q4",9.703617,
"EST","UNEMP","TOT","PC_LF","Q","2005-Q1",9.202677,
"EST","UNEMP","TOT","PC_LF","Q","2005-Q2",8.34322,
"EST","UNEMP","TOT","PC_LF","Q","2005-Q3",7.347845,
"EST","UNEMP","TOT","PC_LF","Q","2005-Q4",7.24193,
"EST","UNEMP","TOT","PC_LF","Q","2006-Q1",6.311458,
"EST","UNEMP","TOT","PC_LF","Q","2006-Q2",6.162899,
"EST","UNEMP","TOT","PC_LF","Q","2006-Q3",5.567276,
"EST","UNEMP","TOT","PC_LF","Q","2006-Q4",5.61087,
"EST","UNEMP","TOT","PC_LF","Q","2007-Q1",5.025168,
"EST","UNEMP","TOT","PC_LF","Q","2007-Q2",4.874328,
"EST","UNEMP","TOT","PC_LF","Q","2007-Q3",4.289299,
"EST","UNEMP","TOT","PC_LF","Q","2007-Q4",4.175221,
"EST","UNEMP","TOT","PC_LF","Q","2008-Q1",3.955075,
"EST","UNEMP","TOT","PC_LF","Q","2008-Q2",3.870434,
"EST","UNEMP","TOT","PC_LF","Q","2008-Q3",6.458177,
"EST","UNEMP","TOT","PC_LF","Q","2008-Q4",7.474814,
"EST","UNEMP","TOT","PC_LF","Q","2009-Q1",10.54996,
"EST","UNEMP","TOT","PC_LF","Q","2009-Q2",12.88558,
"EST","UNEMP","TOT","PC_LF","Q","2009-Q3",14.99385,
"EST","UNEMP","TOT","PC_LF","Q","2009-Q4",15.75004,
"EST","UNEMP","TOT","PC_LF","Q","2010-Q1",18.73783,
"EST","UNEMP","TOT","PC_LF","Q","2010-Q2",18.15437,
"EST","UNEMP","TOT","PC_LF","Q","2010-Q3",16.07597,
"EST","UNEMP","TOT","PC_LF","Q","2010-Q4",13.84348,
"EST","UNEMP","TOT","PC_LF","Q","2011-Q1",13.74282,
"EST","UNEMP","TOT","PC_LF","Q","2011-Q2",12.93686,
"EST","UNEMP","TOT","PC_LF","Q","2011-Q3",11.15314,
"EST","UNEMP","TOT","PC_LF","Q","2011-Q4",11.49376,
"EST","UNEMP","TOT","PC_LF","Q","2012-Q1",10.90803,
"EST","UNEMP","TOT","PC_LF","Q","2012-Q2",9.96752,
"EST","UNEMP","TOT","PC_LF","Q","2012-Q3",9.89341,
"EST","UNEMP","TOT","PC_LF","Q","2012-Q4",9.318132,
"EST","UNEMP","TOT","PC_LF","Q","2013-Q1",9.538872,
"EST","UNEMP","TOT","PC_LF","Q","2013-Q2",7.940619,
"EST","UNEMP","TOT","PC_LF","Q","2013-Q3",8.176092,
"EST","UNEMP","TOT","PC_LF","Q","2013-Q4",8.878009,
"EST","UNEMP","TOT","PC_LF","Q","2014-Q1",8.16178,
"EST","UNEMP","TOT","PC_LF","Q","2014-Q2",6.947985,
"EST","UNEMP","TOT","PC_LF","Q","2014-Q3",7.842016,
"EST","UNEMP","TOT","PC_LF","Q","2014-Q4",6.454978,
"EST","UNEMP","TOT","PC_LF","Q","2015-Q1",6.336459,
"EST","UNEMP","TOT","PC_LF","Q","2015-Q2",6.445876,
"EST","UNEMP","TOT","PC_LF","Q","2015-Q3",5.444263,
"EST","UNEMP","TOT","PC_LF","Q","2015-Q4",6.537166,
"EST","UNEMP","TOT","PC_LF","Q","2016-Q1",6.208607,
"EST","UNEMP","TOT","PC_LF","Q","2016-Q2",6.353253,
"EST","UNEMP","TOT","PC_LF","Q","2016-Q3",7.801575,
"EST","UNEMP","TOT","PC_LF","Q","2016-Q4",6.68009,
"EST","UNEMP","TOT","PC_LF","Q","2017-Q1",5.390745,
"EST","UNEMP","TOT","PC_LF","Q","2017-Q2",6.865417,
"EST","UNEMP","TOT","PC_LF","Q","2017-Q3",5.427674,
"EST","UNEMP","TOT","PC_LF","Q","2017-Q4",5.347238,
"ISR","UNEMP","TOT","PC_LF","Q","1995-Q1",7.228455,
"ISR","UNEMP","TOT","PC_LF","Q","1995-Q2",6.569006,
"ISR","UNEMP","TOT","PC_LF","Q","1995-Q3",6.703467,
"ISR","UNEMP","TOT","PC_LF","Q","1995-Q4",6.825059,
"ISR","UNEMP","TOT","PC_LF","Q","1996-Q1",6.495702,
"ISR","UNEMP","TOT","PC_LF","Q","1996-Q2",6.313071,
"ISR","UNEMP","TOT","PC_LF","Q","1996-Q3",6.654221,
"ISR","UNEMP","TOT","PC_LF","Q","1996-Q4",7.070201,
"ISR","UNEMP","TOT","PC_LF","Q","1997-Q1",7.222445,
"ISR","UNEMP","TOT","PC_LF","Q","1997-Q2",7.664562,
"ISR","UNEMP","TOT","PC_LF","Q","1997-Q3",7.954044,
"ISR","UNEMP","TOT","PC_LF","Q","1997-Q4",8.72161,
"ISR","UNEMP","TOT","PC_LF","Q","1998-Q1",8.72161,
"ISR","UNEMP","TOT","PC_LF","Q","1998-Q2",9.085989,
"ISR","UNEMP","TOT","PC_LF","Q","1998-Q3",8.202369,
"ISR","UNEMP","TOT","PC_LF","Q","1998-Q4",8.051729,
"ISR","UNEMP","TOT","PC_LF","Q","1999-Q1",8.646311,
"ISR","UNEMP","TOT","PC_LF","Q","1999-Q2",8.978733,
"ISR","UNEMP","TOT","PC_LF","Q","1999-Q3",8.850125,
"ISR","UNEMP","TOT","PC_LF","Q","1999-Q4",8.731811,
"ISR","UNEMP","TOT","PC_LF","Q","2000-Q1",8.583014,
